20
40
60
33,38,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,11,-1,38,38,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,32,-1,-1,-1,-1,33,33,33,33,33,33,33,33,33,33,33,33,33,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,32,32,-1,-1,38,33,33,33,33,33,33,33,33,33,33,33,33,-1,-1,-1,-1,-1,-1,-1,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,32,-1,-1,38,38,38,33,33,33,33,33,33,33,33,33,-1,-1,-1,-1,-1,-1,-1,38,38,38,38,38,38,38,38,38,38,38,38,38,33
33,33,33,33,-1,-1,-1,-1,-1,-1,38,33,33,33,33,33,33,33,33,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33
33,33,38,38,-1,32,32,32,-1,-1,-1,38,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33
33,33,34,-1,-1,33,33,33,32,-1,-1,-1,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33
33,33,32,32,32,33,33,33,33,32,-1,-1,-1,38,33,33,33,33,33,38,38,38,38,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33
33,33,33,33,33,33,33,33,33,33,32,-1,-1,-1,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,32,32,-1,32,32,-1,32,32,33
33,33,33,33,33,33,33,33,33,33,33,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,00,-1,-1,32,32,32,32,32,32,33,33,33,-1,33,33,-1,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,33,33,33,-1,33,33,-1,33,33,33
33,33,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,-1,32,32,32,32,32,32,32,-1,33,33,33,33,33,-1,33,33,-1,33,33,33
33,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,33,33,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,33,33,-1,33,33,33
33,33,-1,-1,32,32,32,32,32,32,32,-1,32,32,32,32,32,32,32,32,33,33,33,33,-1,32,32,32,32,32,32,-1,33,-1,33,33,-1,33,33,33
33,38,-1,32,33,33,33,33,33,38,-1,-1,33,33,33,33,33,33,33,38,38,38,38,38,-1,33,33,33,33,33,33,-1,38,-1,38,38,-1,38,38,33
33,-1,-1,33,33,33,33,33,38,-1,-1,32,33,33,33,33,33,33,33,-1,-1,-1,-1,-1,-1,33,33,33,33,33,33,-1,-1,-1,-1,-1,-1,-1,-1,33
33,35,32,33,33,33,33,33,-1,-1,36,33,33,33,33,33,33,33,33,-1,-1,-1,-1,-1,-1,38,38,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,33
33,32,33,33,33,33,33,33,32,32,32,33,33,33,33,33,33,33,33,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,36,-1,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33
